screen_name,created_at,text,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
grandradio1,2021-09-09T17:03:35Z,Μόνο ένας θα υποβιβάζεται απ’ ευθείας από την Super League 1 στην Super League 2 https://t.co/TtCFUdEsPG #salonikaplus  #MeToo   #Greece #BigBrotherGR #AgriesMelisses #PameDanai #ΕΜΒΟΛΙΑΣΜΟΙ  #lifestyle #happyday #MegaKalimera #toprwino #Tlive #Θεσσαλονίκη #TheBachelorGR,,,"Νέα από την Θεσσαλονίκη και όχι μόνο!
#salonikaplus",Twitter Web App,el,1436012422280663047
EPAPSY,2021-09-09T16:01:59Z,"Έχουμε πολύ δρόμο να διανύσουμε μέχρι να μπορεί κάθε θύμα βιασμού να μιλήσει χωρίς να φοβάται τον Ευστρατιάδη της διπλανής πόρτας. Μαζί τους και δίπλα τους – όσο χρειαστεί. #metoo #metooGR
https://t.co/kHNJdDREeY",,,Association for Regional Development and Mental Health,Twitter Web App,el,1435996916844797952
eimaiokanenas_,2021-09-09T15:57:24Z,"Ρε μαλακες τι δίνετε βήμα στα ταγαρια;
Μια το βλήμα η Μπάρμπα και τώρα αυτός
Ανίκανοι να αντιληφθούν και να κατανοήσουν τη θέση του θύματος και τις μετατραυματικες διεργασίες που έχει ν αντιμετωπίσει
ΑΙ ΣΤΟ ΔΙΑΟΛΟ
Όποιος είναι έξω από το χορό,πολλά λέει
ΓΑΜΙΟΛΑΙΟΙ
#MeToo #metooGR https://t.co/PVJWgmCyU8",,,γαμήθηκε ο Δίας και σήμερα.,Twitter for Android,el,1435995762828140552
grandradio1,2021-09-09T15:04:37Z,#Τροχαίο – σοκ στην #Καβάλα – #Φορτηγάκι “προσγειώθηκε” ανάμεσα σε σπίτια https://t.co/s2lKGRIZql #salonikaplus  #MeToo   #Greece #BigBrotherGR #AgriesMelisses #PameDanai #ΕΜΒΟΛΙΑΣΜΟΙ  #lifestyle #happyday #MegaKalimera #toprwino #Tlive #Θεσσαλονίκη #TheBachelorGR,,,"Νέα από την Θεσσαλονίκη και όχι μόνο!
#salonikaplus",Twitter Web App,el,1435982481401040897
grandradio1,2021-09-09T14:50:08Z,#Μέλι #Βελανιδιά και #Καστανιά #Πίνδου https://t.co/4OZmxDNqEX  #salonikaplus  #MeToo   #Greece #BigBrotherGR #AgriesMelisses #PameDanai #ΕΜΒΟΛΙΑΣΜΟΙ  #lifestyle #happyday #MegaKalimera #toprwino #Tlive #Θεσσαλονίκη #TheBachelorGR,,,"Νέα από την Θεσσαλονίκη και όχι μόνο!
#salonikaplus",Twitter Web App,el,1435978836106174465
grandradio1,2021-09-09T14:34:54Z,Πέθανε ο “μπαμπάς” του My Big Fat Greek Wedding – Το αντίο της Νία Βαρντάλος στον #ΜάικλΚόνσταντιν https://t.co/HjG3cCPGoK #salonikaplus  #MeToo   #Greece #BigBrotherGR #AgriesMelisses #PameDanai #ΕΜΒΟΛΙΑΣΜΟΙ  #lifestyle #happyday #toprwino #Tlive #Θεσσαλονίκη #TheBachelorGR,,,"Νέα από την Θεσσαλονίκη και όχι μόνο!
#salonikaplus",Twitter Web App,el,1435975004005576705
Flashgr_,2021-09-09T14:10:00Z,"Tσουμελέκα στο Love It: Το #metoo, η κατάθλιψη και η στροφή στην υποκριτική - https://t.co/TthfCUDnTe",,,➤FACEBOOK: https://t.co/NruYu0aWUb  ➤ Youtube: https://t.co/t0VGt3pseY,Flash Twitter Auto Publish,el,1435968738625409036
AlexChalkiotis,2021-09-09T13:44:18Z,Ακομα ενα καλο νεο. #metooGR #MeToo https://t.co/96fFPgbvwQ,,,Ξυπνηστε με οταν φυγει η χουντογκαντεμια του Κουλη.,Twitter for Android,el,1435962268248940545
grandradio1,2021-09-09T13:10:04Z,#Γεωργιάδης: Τα σούπερ μάρκετ να απορροφήσουν τις αυξήσεις https://t.co/S24sP1Zeuj #salonikaplus  #MeToo   #Greece #BigBrotherGR #AgriesMelisses #PameDanai #ΕΜΒΟΛΙΑΣΜΟΙ  #lifestyle #happyday #MegaKalimera #toprwino #Tlive #Θεσσαλονίκη #TheBachelorGR,,,"Νέα από την Θεσσαλονίκη και όχι μόνο!
#salonikaplus",Twitter Web App,el,1435953653056262146
iodan73,2021-09-09T12:50:27Z,"Σύμφωνα με αποκλειστικές πληροφορίες του @documentonews και του @ETriantis το Δικαστικό Συμβούλιο απέρριψε το αίτημα αποκυλάκισης του #Φιλιππιδης o οποίος ζητούσε να μπει σε καθεστώς επιτήρησης στο σπίτι του
#MeToo 
https://t.co/omFAIDmFup",,,"Journalist @documentonews. 
FacebookPage: https://t.co/QbKbyGBUaw
Instagram: https://t.co/abOp5qA623",Twitter Web App,el,1435948716020703239
h_xenitemeni,2021-09-09T12:29:43Z,Η κυβέρνηση της Γαλλίας ανακοίνωσε πως από τη 1η Ιανουαρίου του 2022 θα δίνει δωρεάν μεθόδους αντισύλληψης και ιατρικές επισκέψεις σε γυναίκες μέχρι τα 25. Το μέτρο αυτό επεκτείνει την δημόσια παροχή αντισύλληψης μέχρι τα 18. Στην Γαλλία η άμβλωση είναι δωρεάν. #metoo,,,she/her +🌈| Κανένα άτομο δεν είναι μόνο του #MeToo • Όλα είμαστε μοναδικά 💜 • Ο λογαριασμός προωθεί το #awareness📚• {pfp. @ketnipz},Twitter for iPhone,el,1435943500101652481
HellasJournal,2021-09-09T12:16:02Z,Απασφάλισε ο Όμηρος Ευστρατιάδης για το καλλιτεχνικό #Metoo: Μετά από 60 χρόνια το θυμήθηκαν αυτές οι κυρίες ότι τις βιάσανε; https://t.co/o0AhTFQ3Yk,,,,WordPress.com,el,1435940054585815040
grandradio1,2021-09-09T12:02:26Z,#Θεσσαλονίκη: Βρέθηκε πτώμα #άνδρα σε ερημική περιοχή https://t.co/mK6I0X27ID #salonikaplus  #MeToo   #Greece #BigBrotherGR #AgriesMelisses #PameDanai #ΕΜΒΟΛΙΑΣΜΟΙ  #lifestyle #happyday #MegaKalimera #toprwino #Tlive #Θεσσαλονίκη #TheBachelorGR,,,"Νέα από την Θεσσαλονίκη και όχι μόνο!
#salonikaplus",Twitter Web App,el,1435936632021061636
CHpirocha,2021-09-09T11:59:23Z,Ο.Ευστρατιάδης«Αυτά για μένα είναι αστεία! Μετά από 60 χρόνια θυμήθηκαν αυτές οι κυρίες ότι τις βίασαν; Ευστρατιάδη όταν συμβεί σε εσένα να το καταγγειλεις νωρίτερα...και επίσης μάθε να μετράς από 2016 μέχρι σήμερα πόσα χρόνια είναι!!! Σκασμός τώρα! #metooGR #metoo #καμιαανοχη https://t.co/Gvp7kkmlhD,,,ΑΠΟΥΣΊΑ ΖΩ!,Twitter for Android,el,1435935867353321475
not_your_bitch2,2021-09-09T11:47:34Z,"Άλλη μια όμορφη ημέρα ξημέρωσε στην αγαπημένη μας Μπανανία
#MeToo #metooGR #καμιαανοχη #καμιαμονη https://t.co/D2ZVcxNJgn",,,"📌She/Her




📌Όξω κομματόσκυλα, φασίστες, ρατσιστές, ξενοφοβικοί, ομοφοβικοί, αντιεμβολιαστές, σεξιστές και κακοποιητές κάθε είδους",Twitter for Android,el,1435932894027993088
nickmick523,2021-09-09T11:44:17Z,Και τώρα ξυλοκόπημα και κηροπήγιο... ούτε ξέρω ούτε θέλω να ξέρω πόσα άλλα τέτοια τέρατα υπάρχουν εκεί έξω 😭😭😭😭😭😭 #metoo #metooGR #ενδοοικογενειακή_βία #έμφυλη_βία #καμιαμονη #καμιαανοχη https://t.co/k7cPA1u7Gt,,,"he/him. I like helping people and being kind to others. also, I guess I'm a leftist, though I still can't wholeheartedly support a party. I live in Koulistan.",Twitter for Android,el,1435932067058098182
gekoyb,2021-09-09T11:30:52Z,"Δλδ αν ήταν άσημοι οι ηθοποιοί θα ήταν οκ να τους καταγγείλουν? 🤮🤮
κτι θα πει πάλι ΠΟΣΑ ΧΡΟΝΙΑ περάσανε? ΟΣΑ ΧΡΟΝΙΑ χρειάζεται η κάθε γυναίκα να βρει τη δύναμη να καταγγείλει ΔΗΜΟΣΙΑ την βεβήλωση της, ΤΟΣΑ κύριε σκηνοθέτα, γκεκγκε? 

#Ευστρατιάδης #MeToo #metooGR #Μελετη https://t.co/Sw1q8MzgMm",,,good will always prevail & truth will eventually out 🤍 #antifa 🖤  #team_musicLov3rs,Twitter Web App,el,1435928689418571776
grandradio1,2021-09-09T11:00:07Z,Ταυτοποιήθηκαν τα στοιχεία του δράστη που ανατίναζε ΑΤΜ σε περιοχές της #Πρέβεζας https://t.co/zJlEIeq7YV #salonikaplus  #MeToo   #Greece #BigBrotherGR #AgriesMelisses #PameDanai #ΕΜΒΟΛΙΑΣΜΟΙ  #lifestyle #happyday #MegaKalimera #toprwino #Tlive #Θεσσαλονίκη #TheBachelorGR,,,"Νέα από την Θεσσαλονίκη και όχι μόνο!
#salonikaplus",Twitter Web App,el,1435920949250076674
not_your_bitch2,2021-09-09T10:55:23Z,"Τα θύματα ΔΕΝ ΞΕΧΑΣΑΝ ΠΟΤΈ!
Αν κατόρθωσαν να βρουν θάρρος και φωνή 60 χρόνια μετά, τότε το μόνο που έχουμε να κάνουμε είναι να ΤΑ ΑΓΚΑΛΙΆΣΟΥΜΕ ΚΑΙ ΝΑ ΤΑ ΑΚΟΎΣΟΥΜΕ... Εντάξει εμετικό σκουπίδι Ευστρατιάδη; 
#MeToo #metooGR #καμιαανοχη https://t.co/FdA7QxWIvm https://t.co/aawM0WD1rA",,,"📌She/Her




📌Όξω κομματόσκυλα, φασίστες, ρατσιστές, ξενοφοβικοί, ομοφοβικοί, αντιεμβολιαστές, σεξιστές και κακοποιητές κάθε είδους",Twitter for Android,el,1435919759300771842
ZefiDimadama,2021-09-09T10:51:31Z,"""Μετά από 60 χρόνια θυμήθηκαν αυτές οι κυρίες ότι τις βίασαν"";
Πόσα χρόνια μετά θα ήταν αποδεκτό κ. #Ευστρατιαδη κατά τη γνώμη σας και εκ του ασφαλούς να μιλήσουν οι γυναίκες για το βιασμό τους;
#MeToo #metooGR @NonoraM @MegaTvOfficial  
https://t.co/tQu3CVMzrS",,,"Deputy Spokesperson of Kinima Allagis 📍Vice President #PesWomen 📍Lecturer,PhD, Panteion University,Regional Development,Environment-Climate Change 📍US #IVLP",Twitter Web App,el,1435918785547051016
GrPressing,2021-09-09T10:05:29Z,Πασίγνωστος και υπεράνω υποψίας: Ο «νέος Φιλιππίδης» για τον οποίο άνοιξε ο ασκός του Αιόλου! https://t.co/hRCaEZ9gFV #news #Φιλιππιδης #MeToo #BREAKING #BreakingNews,,,ΜΜΕ,Twitter Web App,el,1435907200447393794
avmag_gr,2021-09-09T09:39:31Z,"Άλλος ένας άνδρας που με το επιχείρημα “γιατί τώρα;” μοιράζει συγχωροχάρτια και ξεπλένει άτομα που κατηγορούνται για βιασμό. #avmag #MeToo #metooGR  #Φιλιππιδης 
https://t.co/TvlUf54PVC",,,the leading #lgbtq magazine in Greece #avmag #antivirusmagazine,Twitter Web App,el,1435900667386793987
newsbombgr,2021-09-09T09:38:18Z,"Έντονη ήταν η αντίδραση της Ελεονώρας Μελέτη στις προκλητικές δηλώσεις του Όμηρου Ευστρατιάδη #Metoo #EleonoraMeleti #News #Newsbombgr 
https://t.co/2QG20Xmnhf",,,"Newsbomb.gr : Για να γνωρίζετε αμέσως ό,τι σκάει!",Twitter Web App,el,1435900361651404802
grandradio1,2021-09-09T09:29:29Z,Μίκης #Θεοδωράκης: Κρητικοί συνοδεύουν τη σορό του και τραγουδούν «Ένα το χελιδόνι» https://t.co/gYgYNxlgP4 #salonikaplus  #MeToo   #Greece #BigBrotherGR #AgriesMelisses #PameDanai #ΕΜΒΟΛΙΑΣΜΟΙ  #lifestyle #happyday #MegaKalimera #toprwino #Tlive #Θεσσαλονίκη #TheBachelorGR,,,"Νέα από την Θεσσαλονίκη και όχι μόνο!
#salonikaplus",Twitter Web App,el,1435898141912485889
grandradio1,2021-09-09T09:14:57Z,Μαρία #Σάκκαρη: Οι πρώτες δηλώσεις μετά τη νίκη της και η αφιέρωση https://t.co/C8F9JNZChD #salonikaplus  #MeToo   #Greece #BigBrotherGR #AgriesMelisses #PameDanai #ΕΜΒΟΛΙΑΣΜΟΙ  #lifestyle #happyday #MegaKalimera #toprwino #Tlive #Θεσσαλονίκη #TheBachelorGR,,,"Νέα από την Θεσσαλονίκη και όχι μόνο!
#salonikaplus",Twitter Web App,el,1435894484471107590
Elizah_Manolia,2021-09-09T08:58:00Z,"Το #MeToo έχει να  πει κάτι; 
Μήπως ότι θα έπρεπε να αντιμετωπιστεί με επιείκεια επειδή ""έτσι κάνουν στα βουνά του Πακιστάν""; https://t.co/Y3sf1qysWk",,,"Mother.  I love animals. Proud to be earthling ♩ ♪ ♫ ♬ ♭ ♮ ♯ 🎼 🎵 🎶
 #team_musicLov3rs",Twitter Web App,el,1435890220243824642
Timelinegr_,2021-09-09T08:28:59Z,"Όμηρος #Ευστρατιάδης: Μετά από τόσα χρόνια θυμήθηκαν αυτές οι κυρίες να πουν ότι τις #βίασαν #metoo

Διαβάστε περισσότερα: https://t.co/460woJkQAe https://t.co/LllXwQqs5O",,,"Tο TIMELINE είναι μια ενημερωτική ιστοσελίδα, με ειδήσεις για την πολιτική, την οικονομία, τον πολιτισμό και τον αθλητισμό.",Twitter Media Studio,el,1435882915993464833
thanasima_agna,2021-09-09T08:12:25Z,ΕΞΑΦΑΝΙΣΤΕ ΤΟΝ. #metooGR #metoo #proiniatika #megakalimera #PameDanai #toprwino https://t.co/unnAU8aDYo,,,"♋με♑:50% Θανάσιμα+50% Αγνά Tweets.
1.👮‍♂️της📺 & της ελλ. γλώσσας. 2.🐶,🐱,🍫,🥯,🥞=♥️. 3.9⃣0⃣s=💙. 4.Ρατσισμός:🚫 5.Humour: ➕➕➕
👨‍🎓: ΠΑΛΙΕΣ ΕΛΛΗΝΙΚΕΣ ΣΕΙΡΈΣ",Twitter for Android,el,1435878749048868865
kostisbitsios,2021-09-09T07:54:24Z,"https://t.co/gh0iQBpyF3

Ποινική δίωξη για απόπειρα βιασμού (το 2014) άσκησε η Εισαγγελία Πρωτοδικών Πατρών, μετά την καταγγελία υπαλλήλου της Ελληνικής Ομοσπονδίας Καλαθοσφαίρισης. 

Το 2018 το ίδιο άτομο επανήλθε, παρενοχλώντας σεξουαλικά την υπάλληλο της #ΕΟΚ.

#metoo #metooGR",,,Lawyer https://t.co/tnXU2SYjwH Activist. 9 years in my life - A TRUE COLLECTOR (according to @BarbraStreisand),Twitter Web App,el,1435874214087733248
avmag_gr,2021-09-09T07:51:12Z,"Κατηγορίες για απόπειρα βιασμού και σεξουαλική παρενόχληση το 2014 και το 2018 σε στέλεχος της Ελληνικής Ομοσπονδίας Καλαθοσφαίρισης. #avmag #MeToo #MeToogr #Πάτρα
https://t.co/819ThE1bAc",,,the leading #lgbtq magazine in Greece #avmag #antivirusmagazine,Twitter Web App,el,1435873408554778624
VStratigis,2021-09-09T07:49:04Z,"Ναι ναι...
Για τον #Φιλιππιδη ειδικά...κανένας δεν ήξερε στον χώρο του θεάτρου πόσο πεφτουλας και σιχαμένος ήταν...
Γιαυτό τον έδιωξε μέχρι και η κυρία Δανδουλακη από το θεατρικό ""Έγκλημα στο Οριεντ Εξπρές""
#metoogr
#MeToo 
#Φιλιππιδης https://t.co/mQjschuP0O",,,στηρίζουμε όλους..... που μας δίνουν στιγμές απείρου γέλιου,Twitter for Android,el,1435872872912855043
VradiniGr,2021-09-09T06:53:57Z,"«Δεν έχω επικοινωνήσει μαζί του από τότε που άρχισε να διαφαίνεται κάτι τέτοιο», εξομολογείται ο ηθοποιός #Φιλιππιδης #MeToo #metooGR #metoogreece 

https://t.co/X5mJ9RU01y",,,,Twitter Web App,el,1435859002211045376
touiterogiatros,2021-09-09T06:29:37Z,"Πόσο με στεναχωρεί που ζω στην ίδια χώρα με αυτούς τους ανθρώπους... αν μπορώ να τους χαρακτηρίσω έτσι...
ΝΤΡΟΠΗ! #MegaKalimera #MeToo #metoogr https://t.co/B0ob365X7U",,,"• Official 👨‍⚕️ του🐦
• Λάτρης του ελληνικού θεάτρου, της ελληνικής τηλεόρασης και του ελληνικού κινηματογράφου!",Twitter for Android,el,1435852876782481410
thanasima_agna,2021-09-09T06:29:04Z,Αδυνατώ να σχολιάσω τη θέση του Ομηρου Ευστρατιαδη σχετικα με όλα τα θύματα των #metoo. Δεν το ξέραμε μεσιε να κρατάνε τη σιωπή τους για πάντα. Δηλαδή αν δεν είχε γίνει η αρχή απ την αθλήτρια και την Ζετα Δούκα θα ήταν ωραίο ρε ΜΑΛΑΚΑ να μένουν έτσι οι θύτες? #megakalimera,,,"♋με♑:50% Θανάσιμα+50% Αγνά Tweets.
1.👮‍♂️της📺 & της ελλ. γλώσσας. 2.🐶,🐱,🍫,🥯,🥞=♥️. 3.9⃣0⃣s=💙. 4.Ρατσισμός:🚫 5.Humour: ➕➕➕
👨‍🎓: ΠΑΛΙΕΣ ΕΛΛΗΝΙΚΕΣ ΣΕΙΡΈΣ",Twitter for Android,el,1435852739955810310
Hatakethesixth,2021-09-09T05:59:33Z,τι θα γίνει μ αυτή την τοξική αρρενωπότητα επιτέλους; #MeToo https://t.co/IJLODJeKoO,,,"Καμουυυυιιιι 
και γάτες",Twitter for Android,el,1435845311965040642
grandradio1,2021-09-09T03:52:50Z,Πλαστά πιστοποιητικά εμβολιασμού: Παρέμβαση εισαγγελέα για το «Γεννηματάς» https://t.co/zBNEDdkYkd #salonikaplus  #MeToo   #Greece #BigBrotherGR #AgriesMelisses #PameDanai #ΕΜΒΟΛΙΑΣΜΟΙ  #lifestyle #happyday #MegaKalimera #toprwino #Tlive #Θεσσαλονίκη #TheBachelorGR,,,"Νέα από την Θεσσαλονίκη και όχι μόνο!
#salonikaplus",Twitter Web App,el,1435813421426094091
grandradio1,2021-09-09T03:46:26Z,Νέα πασαρέλα από τον Σύλλογο “Οι Φίλοι της Νέας Παραλίας” https://t.co/4bmtIdQYkB #salonikaplus  #MeToo   #Greece #BigBrotherGR #AgriesMelisses #PameDanai #ΕΜΒΟΛΙΑΣΜΟΙ  #lifestyle #happyday #MegaKalimera #toprwino #Tlive #Θεσσαλονίκη #TheBachelorGR,,,"Νέα από την Θεσσαλονίκη και όχι μόνο!
#salonikaplus",Twitter Web App,el,1435811811601813507
CHpirocha,2021-09-08T22:42:43Z,EOK: Δίωξη-βόμβα στον Παναγιώτη Τσαγκρώνη για απόπειρα βιασμού!!!Η λίστα μεγαλώνει... ΜΠΡΆΒΟ στα θύματα που βρίσκουν το κουράγιο και καταγγελουν!!! #metooGR #metoo #καμιαανοχη https://t.co/ZEXR9wepDb,,,ΑΠΟΥΣΊΑ ΖΩ!,Twitter for Android,el,1435735378389053441
nisafi2008,2021-09-08T22:27:19Z,"#καλιανος #MeToo #metooGR
Ο γνωστός βο(υ)λευτής - διπλοθεσίτης μιλάει τώρα ζωντανά στο κόντρα τβ κ προσπαθεί να πετάξει τη μπάλα στην εξέδρα για το πορνογραφικό βίντεο κ τις λοιπές απαράδεκτες δηλώσεις του (για το θέμα με το βιασμό της 17χρονης κοπέλας), ο ξεφτίλας..",,,"..Χωρίς το Βλέμμα τους να Σκοτεινιάσει ή να Λυγίσει. Όρθιοι και Μόνοι μες στη Φοβερή Ερημιά του Πλήθους.. Μανόλης Αναγνωστάκης, «Μιλώ»",Twitter for Android,el,1435731501484814337
Matinastathako1,2021-09-08T20:09:45Z,Τι αντρικό γκολ λες βρε μαλāckα Σπυρόπουλε; Παλιοσεξιστή. Δηλαδή τα «γυναικεία» γκολ πώς είναι; #MeToo #GRESWE,,,"Architectural engineer (PE), fashion, yoga, running, TUI Coo.",Twitter for iPhone,el,1435696884505526272
Blackvo42924388,2021-09-08T20:04:36Z,"Για τη ρουμάνα 42 χρ. που βρέθηκε σκοτωμένη κάτω από το σπίτι του φίλου της π την κακοποιούσε καιρό πριν κ για την ταυτοποιηση εδωσε DNA ο γιος της , δεν είπατε τιποτα ακόμη , με άλλα ασχολούμαστε το ξέρω! 
#MeToo",,,Χιούμορ και καθόλου υπομονή. Fascists not allowed🚫! Πρώην μάγισσα 🧙🏻‍♀️#team_kalokairakides,Twitter for iPhone,el,1435695586305626114
Dikastiko_gr,2021-09-08T20:04:01Z,Νέο αθλητικό #metoo: Για κακούργημα και πλημμέλημα διώκεται κορυφαίος παράγοντας του μπάσκετ https://t.co/NwsKqSrUat,,,"Έμπειροι δημοσιογράφοι του δικαστικού ρεπορτάζ ""φέρνουν"" την είδηση, από την πηγή των γεγονότων που είναι οι δικαστικές αίθουσες, στις οθόνες σας!",WordPress.com,el,1435695441115504642
h_xenitemeni,2021-09-08T19:21:22Z,Το Μεξικό εχθές αποποινικοποίησε τις αμβλώσεις #metoo,,,she/her +🌈| Κανένα άτομο δεν είναι μόνο του #MeToo • Όλα είμαστε μοναδικά 💜 • Ο λογαριασμός προωθεί το #awareness📚• {pfp. @ketnipz},Twitter for iPhone,el,1435684705643466756
vimapress,2021-09-08T19:03:14Z,Σοφία Παυλίδου: Νέα καταγγελία εις βάρος γνωστού σκηνοθέτη στο πλαίσιο του #MeToo -  - https://t.co/blUGuF0o6I https://t.co/p4DuHjdi6r,,,"Ειδήσεις και νέα από την Θεσσαλονίκη, την Ελλάδα και τον Κόσμο https://t.co/UQrxsJy4Vx",VimaPress Tweets,el,1435680141762572291
anastavas,2021-09-08T18:54:17Z,Από το #MeToo στο #TheBachelorGR κύλησε πολύ νερό στο αυλάκι… Ή και όχι.,,,I am the voice of my own truth,Twitter for iPhone,el,1435677890348208133
dikreportaz,2021-09-08T18:35:45Z,Εξέλιξη-βόμβα! #MeToo https://t.co/5fgsPWiSCD,,,Ανεξάρτητο Πρακτορείο Δικαστικών και Αστυνομικών Ειδήσεων και ερευνητικός ιστότοπος,Twitter for iPhone,el,1435673225606926342
grandradio1,2021-09-08T17:03:57Z,Ποια είναι η #Ιταλίδα που τρελαίνει το Instagram με τα μικροσκοπικά μπικίνι; (pics) https://t.co/ynoK5rx6eQ #salonikaplus  #MeToo   #Greece #BigBrotherGR #AgriesMelisses #PameDanai #ΕΜΒΟΛΙΑΣΜΟΙ  #lifestyle #happyday #MegaKalimera #toprwino #Tlive #Θεσσαλονίκη #TheBachelorGR,,,"Νέα από την Θεσσαλονίκη και όχι μόνο!
#salonikaplus",Twitter Web App,el,1435650123032317959
ethnosgr,2021-09-08T16:58:09Z,Τάκης Ζαχαράτος για #Metoo: «Δεν εκτιμώ κάποιον που είναι παλιάνθρωπος παρόλο το ταλέντο του» https://t.co/Ueq4lmbgHm,,,Official account of https://t.co/KcGkpHDedp,dlvr.it,el,1435648665218019329
grandradio1,2021-09-08T16:37:24Z,Διπλή τραγωδία στη #Θεσσαλονίκη – Νεκροί 40χρονος και 38χρονος σε #τροχαία https://t.co/Xmf4Zu2TQv #salonikaplus  #MeToo   #Greece #BigBrotherGR #Εμβολιο #AgriesMelisses #PameDanai #ΕΜΒΟΛΙΑΣΜΟΙ  #lifestyle #happyday #Εμβολιο #toprwino #Tlive  #Θεσσαλονίκη #Τζουλια_Νοβα,,,"Νέα από την Θεσσαλονίκη και όχι μόνο!
#salonikaplus",Twitter Web App,el,1435643444697968647
xanapesto,2021-09-08T15:42:06Z,Διαβάστε το όλες εσείς που ταχα σπαράζατε για τις γυναίκες του #metoo # Η κατκεν που ξαφνικα τον βρεικε ευγενικό τον Παππα.Δηλαδή ολα είναι στημένα?Μαλλον ναι #toprwino #pamedanai #BigBrotherGR #sasmos #TheBachelorGR # https://t.co/RKZYCpdoRV,,,,Twitter for iPhone,el,1435629526625800195
kostisbitsios,2021-09-08T15:26:35Z,"Καταγγελία βιασμού από 6 σουπερ-μόντελ στον πρώην διευθυντή του #EliteAgency

https://t.co/y2MkDYNCJO 

#GerardMarie #CareOttis #metoo #metooGR Το ψάρι βρωμά από το κεφάλι.",,,Lawyer https://t.co/tnXU2SYjwH Activist. 9 years in my life - A TRUE COLLECTOR (according to @BarbraStreisand),Twitter Web App,el,1435625622257160192
kostisbitsios,2021-09-08T15:24:52Z,Σοφία Παυλίδου: Γνωστός σκηνοθέτης ζητούσε να βγάζουμε τα ρούχα μας (video) https://t.co/rPG5QPaXgt #metoo #metooGR,,,Lawyer https://t.co/tnXU2SYjwH Activist. 9 years in my life - A TRUE COLLECTOR (according to @BarbraStreisand),Twitter Web App,el,1435625188213858310
grandradio1,2021-09-08T14:22:19Z,«Βόμβα» στην #ΕΠΟ – Παραιτήθηκε ο Θοδωρής #Ζαγοράκης https://t.co/EtZqrNkIX7 #salonikaplus #topchefgr #MeToo   #Greece #BigBrotherGR #Εμβολιο #AgriesMelisses #PameDanai #happyday  #MegaKalimera #toprwino #Tlive  #Θεσσαλονίκη #TheBachelorGR  #κορωνοιος,,,"Νέα από την Θεσσαλονίκη και όχι μόνο!
#salonikaplus",Twitter Web App,el,1435609450090569730
grandradio1,2021-09-08T13:49:19Z,Νέα σειρά Αφρόλουτρο και Κρέμα σώματος από την #sapon https://t.co/iOU9HrYr7P #salonikaplus #topchefgr #MeToo   #Greece #BigBrotherGR #Εμβολιο #AgriesMelisses #PameDanai #happyday  #MegaKalimera #toprwino #Tlive  #Θεσσαλονίκη #TheBachelor,,,"Νέα από την Θεσσαλονίκη και όχι μόνο!
#salonikaplus",Twitter Web App,el,1435601145590861828
VsPtrk,2021-09-08T13:32:38Z,"Ετοιμαστείτε γι νέο κύμα #metoo #metoogr και δυνατό μάλιστα στον μουσικό χώρο . 
Καμία ανοχή 
Κανεις Μόνος 
Καμία Μόνη 
 https://t.co/SBLZBQMpRU",,,,Twitter for iPhone,el,1435596945398112259
gmotusus,2021-09-08T11:35:41Z,"Αν συγκρίνουμε την υπόθεση με αυτή του #λιγναδης μπορούμε εύκολα να βγάλουμε το συμπέρασμα ότι ο εν λόγω μουσικός δεν έχει καμία σχέση με τη ΝΔ

#metooGR #MeToo https://t.co/P2jwsF3Jvy",,,I exist without my consent,Twitter for Android,el,1435567511832043520
grandradio1,2021-09-08T10:59:18Z,Τηλεδιάσκεψη #Θεοδωρικάκου – #Καλαφάτη με φορείς της Θεσσαλονίκης ενόψει της 85ης #ΔΕΘ https://t.co/JMOiUkTtMD #salonikaplus #topchefgr #MeToo   #Greece #BigBrotherGR #Εμβολιο #AgriesMelisses #PameDanai #ΕΜΒΟΛΙΑΣΜΟΙ  #happyday  #MegaKalimera #toprwino #Tlive  #Θεσσαλονίκη,,,"Νέα από την Θεσσαλονίκη και όχι μόνο!
#salonikaplus",Twitter Web App,el,1435558359588036610
grandradio1,2021-09-08T10:24:39Z,Γιώργος #Σεϊταρίδης: Η νέα του ζωή στο #Πήλιο μακριά από τη δημοσιότητα https://t.co/ANtmrubhHy #salonikaplus  #MeToo   #Greece #BigBrotherGR #Εμβολιο #PameDanai #ΕΜΒΟΛΙΑΣΜΟΙ  #lifestyle #happyday  #toprwino #Tlive #Θεσσαλονίκη #TheBachelorGR #GiTisElias #σασμος #jameskafetzis,,,"Νέα από την Θεσσαλονίκη και όχι μόνο!
#salonikaplus",Twitter Web App,el,1435549635645513729
ta_nea,2021-09-08T10:08:19Z,Σοφία Παυλίδου – Νέα καταγγελία σε βάρος γνωστού σκηνοθέτη στο πλαίσιο του #MeToo https://t.co/i3X0ko5aDn,,,Καθημερινή έγκυρη ενημέρωση από «TA NEA»,Twitter Web App,el,1435545526624264193
antigonitsa80,2021-09-08T10:06:21Z,"Βανα Μπάρμπα θα λάμψει η αλήθεια να είσαι σίγουρη...Και ναι είμαστε με τα θύματα και ναι απέδειξες και σήμερα πόσο ""λίγη"" είσαι...#MeToo #toproino",,,,Twitter for Android,el,1435545034095476737
